Frequency, Amplitude
11243,023438  0,000010
11244,369141  0,000010
11245,714844  0,000010
11247,061523  0,000010
11248,407227  0,000010
11249,752930  0,000010
11251,098633  0,000010
11252,444336  0,000010
11253,790039  0,000010
11255,135742  0,000010
11256,482422  0,000010
11257,828125  0,000010
11259,173828  0,000010
11260,519531  0,000010
11261,865234  0,000010
11263,210938  0,000010
11264,556641  0,000010
11265,902344  0,000010
11267,248047  0,000010
11268,594727  0,000010
11269,940430  0,000010
11271,286133  0,000010
11272,631836  0,000010
11273,977539  0,000010
11275,323242  0,000010
11276,668945  0,000010
11278,015625  0,000010
11279,361328  0,000010
11280,707031  0,000010
11282,052734  0,000010
11283,398438  0,000010
11284,744141  0,000010
11286,089844  0,000010
11287,435547  0,000010
11288,781250  0,000010
11290,127930  0,000010
11291,473633  0,000010
11292,819336  0,000010
11294,165039  0,000010
11295,510742  0,000010
11296,856445  0,000010
11298,202148  0,000010
11299,548828  0,000010
11300,894531  0,000010
11302,240234  0,000010
11303,585938  0,000010
11304,931641  0,000010
11306,277344  0,000010
11307,623047  0,000010
11308,968750  0,000010
11310,314453  0,000010
11311,661133  0,000010
11313,006836  0,000010
11314,352539  0,000010
11315,698242  0,000010
11317,043945  0,000010
11318,389648  0,000010
11319,735352  0,000010
11321,082031  0,000010
11322,427734  0,000010
11323,773438  0,000010
11325,119141  0,000010
11326,464844  0,000010
11327,810547  0,000010
11329,156250  0,000010
11330,501953  0,000010
11331,847656  0,000010
11333,194336  0,000010
11334,540039  0,000010
11335,885742  0,000011
11337,231445  0,000010
11338,577148  0,000010
11339,922852  0,000010
11341,268555  0,000010
11342,615234  0,000010
11343,960938  0,000010
11345,306641  0,000010
11346,652344  0,000010
11347,998047  0,000010
11349,343750  0,000010
11350,689453  0,000010
11352,035156  0,000010
11353,380859  0,000010
11354,727539  0,000010
11356,073242  0,000010
11357,418945  0,000010
11358,764648  0,000010
11360,110352  0,000010
11361,456055  0,000010
11362,801758  0,000010
11364,148438  0,000010
11365,494141  0,000010
11366,839844  0,000010
11368,185547  0,000010
11369,531250  0,000010
11370,876953  0,000010
11372,222656  0,000010
11373,568359  0,000010
11374,914062  0,000010
11376,260742  0,000010
11377,606445  0,000010
11378,952148  0,000010
11380,297852  0,000010
11381,643555  0,000010
11382,989258  0,000010
11384,334961  0,000010
11385,681641  0,000010
11387,027344  0,000010
11388,373047  0,000010
11389,718750  0,000010
11391,064453  0,000010
11392,410156  0,000010
11393,755859  0,000010
11395,101562  0,000010
11396,447266  0,000010
11397,793945  0,000010
11399,139648  0,000010
11400,485352  0,000010
11401,831055  0,000010
11403,176758  0,000010
11404,522461  0,000010
11405,868164  0,000010
11407,214844  0,000010
11408,560547  0,000010
11409,906250  0,000010
11411,251953  0,000010
11412,597656  0,000010
11413,943359  0,000010
11415,289062  0,000010
11416,634766  0,000010
11417,980469  0,000010
11419,327148  0,000010
11420,672852  0,000010
11422,018555  0,000010
11423,364258  0,000010
11424,709961  0,000010
11426,055664  0,000010
11427,401367  0,000010
11428,748047  0,000010
11430,093750  0,000010
11431,439453  0,000010
11432,785156  0,000010
11434,130859  0,000010
11435,476562  0,000010
11436,822266  0,000010
11438,167969  0,000010
11439,513672  0,000010
11440,860352  0,000010
11442,206055  0,000010
11443,551758  0,000010
11444,897461  0,000010
11446,243164  0,000010
11447,588867  0,000010
11448,934570  0,000010
11450,281250  0,000010
11451,626953  0,000010
11452,972656  0,000010
11454,318359  0,000010
11455,664062  0,000010
11457,009766  0,000010
11458,355469  0,000010
11459,701172  0,000010
11461,046875  0,000010
11462,393555  0,000010
11463,739258  0,000010
11465,084961  0,000010
11466,430664  0,000010
11467,776367  0,000010
11469,122070  0,000010
11470,467773  0,000010
11471,814453  0,000010
11473,160156  0,000010
11474,505859  0,000010
11475,851562  0,000010
11477,197266  0,000010
11478,542969  0,000010
11479,888672  0,000010
11481,234375  0,000010
11482,580078  0,000010
11483,926758  0,000010
11485,272461  0,000010
11486,618164  0,000010
11487,963867  0,000010
11489,309570  0,000010
11490,655273  0,000010
11492,000977  0,000010
11493,347656  0,000010
11494,693359  0,000010
11496,039062  0,000010
11497,384766  0,000010
11498,730469  0,000010
11500,076172  0,000010
11501,421875  0,000010
11502,767578  0,000010
11504,113281  0,000010
11505,459961  0,000010
11506,805664  0,000010
11508,151367  0,000010
11509,497070  0,000010
11510,842773  0,000010
11512,188477  0,000010
11513,534180  0,000010
11514,880859  0,000010
11516,226562  0,000010
11517,572266  0,000010
11518,917969  0,000010
11520,263672  0,000010
11521,609375  0,000010
11522,955078  0,000010
11524,300781  0,000010
11525,646484  0,000010
11526,993164  0,000010
11528,338867  0,000010
11529,684570  0,000010
11531,030273  0,000010
11532,375977  0,000010
11533,721680  0,000010
11535,067383  0,000010
11536,414062  0,000010
11537,759766  0,000010
11539,105469  0,000010
11540,451172  0,000010
11541,796875  0,000010
11543,142578  0,000010
11544,488281  0,000010
11545,833984  0,000010
11547,179688  0,000010
11548,526367  0,000010
11549,872070  0,000010
11551,217773  0,000010
11552,563477  0,000010
11553,909180  0,000010
11555,254883  0,000010
11556,600586  0,000010
11557,947266  0,000010
11559,292969  0,000010
11560,638672  0,000010
11561,984375  0,000010
11563,330078  0,000010
11564,675781  0,000010
11566,021484  0,000010
11567,367188  0,000010
11568,712891  0,000010
11570,059570  0,000010
11571,405273  0,000010
11572,750977  0,000010
11574,096680  0,000010
11575,442383  0,000010
11576,788086  0,000010
11578,133789  0,000010
11579,480469  0,000010
11580,826172  0,000010
11582,171875  0,000010
11583,517578  0,000010
11584,863281  0,000010
11586,208984  0,000010
11587,554688  0,000010
11588,900391  0,000010
11590,246094  0,000010
11591,592773  0,000010
11592,938477  0,000010
11594,284180  0,000010
11595,629883  0,000010
11596,975586  0,000010
11598,321289  0,000010
11599,666992  0,000010
11601,013672  0,000010
11602,359375  0,000010
11603,705078  0,000010
11605,050781  0,000010
11606,396484  0,000010
11607,742188  0,000010
11609,087891  0,000010
11610,433594  0,000010
11611,779297  0,000010
11613,125977  0,000010
11614,471680  0,000010
11615,817383  0,000010
11617,163086  0,000010
11618,508789  0,000010
11619,854492  0,000010
11621,200195  0,000010
11622,546875  0,000010
11623,892578  0,000010
11625,238281  0,000010
11626,583984  0,000010
11627,929688  0,000010
11629,275391  0,000010
11630,621094  0,000010
11631,966797  0,000010
11633,312500  0,000010
11634,659180  0,000010
11636,004883  0,000010
11637,350586  0,000010
11638,696289  0,000010
11640,041992  0,000010
11641,387695  0,000010
11642,733398  0,000010
11644,080078  0,000010
11645,425781  0,000010
11646,771484  0,000010
11648,117188  0,000010
11649,462891  0,000010
11650,808594  0,000010
11652,154297  0,000010
11653,500000  0,000010
11654,845703  0,000010
11656,192383  0,000010
11657,538086  0,000010
11658,883789  0,000010
11660,229492  0,000010
11661,575195  0,000010
11662,920898  0,000010
11664,266602  0,000010
11665,613281  0,000010
11666,958984  0,000010
11668,304688  0,000010
11669,650391  0,000010
11670,996094  0,000010
11672,341797  0,000010
11673,687500  0,000010
11675,033203  0,000010
11676,378906  0,000010
11677,725586  0,000010
11679,071289  0,000010
11680,416992  0,000010
11681,762695  0,000010
11683,108398  0,000010
11684,454102  0,000010
11685,799805  0,000010
11687,146484  0,000010
11688,492188  0,000010
11689,837891  0,000010
11691,183594  0,000010
11692,529297  0,000010
11693,875000  0,000010
11695,220703  0,000010
11696,566406  0,000010
11697,912109  0,000010
11699,258789  0,000010
11700,604492  0,000010
11701,950195  0,000010
11703,295898  0,000010
11704,641602  0,000010
11705,987305  0,000010
11707,333008  0,000010
11708,679688  0,000010
11710,025391  0,000010
11711,371094  0,000010
11712,716797  0,000010
11714,062500  0,000010
11715,408203  0,000010
11716,753906  0,000010
11718,099609  0,000010
11719,445312  0,000010
11720,791992  0,000010
11722,137695  0,000010
11723,483398  0,000010
11724,829102  0,000010
11726,174805  0,000010
11727,520508  0,000010
11728,866211  0,000010
11730,212891  0,000010
11731,558594  0,000010
11732,904297  0,000010
11734,250000  0,000010
11735,595703  0,000010
11736,941406  0,000010
11738,287109  0,000010
11739,632812  0,000010
11740,978516  0,000010
11742,325195  0,000010
11743,670898  0,000010
11745,016602  0,000010
11746,362305  0,000010
11747,708008  0,000009
11749,053711  0,000010
11750,399414  0,000010
11751,746094  0,000010
11753,091797  0,000010
11754,437500  0,000010
11755,783203  0,000010
11757,128906  0,000010
11758,474609  0,000010
11759,820312  0,000010
11761,166016  0,000010
11762,511719  0,000010
11763,858398  0,000010
11765,204102  0,000010
11766,549805  0,000009
11767,895508  0,000010
11769,241211  0,000009
11770,586914  0,000010
11771,932617  0,000010
11773,279297  0,000009
11774,625000  0,000009
11775,970703  0,000010
11777,316406  0,000010
11778,662109  0,000010
11780,007812  0,000010
11781,353516  0,000010
11782,699219  0,000010
11784,044922  0,000009
11785,391602  0,000009
11786,737305  0,000009
11788,083008  0,000010
11789,428711  0,000010
11790,774414  0,000010
11792,120117  0,000010
11793,465820  0,000009
11794,812500  0,000010
11796,158203  0,000010
11797,503906  0,000009
11798,849609  0,000009
11800,195312  0,000009
11801,541016  0,000009
11802,886719  0,000009
11804,232422  0,000009
11805,578125  0,000010
11806,924805  0,000010
11808,270508  0,000010
11809,616211  0,000010
11810,961914  0,000009
11812,307617  0,000010
11813,653320  0,000009
11814,999023  0,000010
11816,345703  0,000009
11817,691406  0,000009
11819,037109  0,000009
11820,382812  0,000010
11821,728516  0,000010
11823,074219  0,000010
11824,419922  0,000009
11825,765625  0,000010
11827,111328  0,000009
11828,458008  0,000009
11829,803711  0,000010
11831,149414  0,000010
11832,495117  0,000010
11833,840820  0,000009
11835,186523  0,000009
11836,532227  0,000009
11837,878906  0,000009
11839,224609  0,000009
11840,570312  0,000009
11841,916016  0,000009
11843,261719  0,000009
11844,607422  0,000009
11845,953125  0,000009
11847,298828  0,000009
11848,644531  0,000009
11849,991211  0,000010
11851,336914  0,000009
11852,682617  0,000009
11854,028320  0,000009
11855,374023  0,000009
11856,719727  0,000009
11858,065430  0,000009
11859,412109  0,000009
11860,757812  0,000009
11862,103516  0,000009
11863,449219  0,000009
11864,794922  0,000009
11866,140625  0,000009
11867,486328  0,000009
11868,832031  0,000009
11870,177734  0,000009
11871,524414  0,000009
11872,870117  0,000009
11874,215820  0,000009
11875,561523  0,000009
11876,907227  0,000009
11878,252930  0,000009
11879,598633  0,000009
11880,945312  0,000009
11882,291016  0,000009
11883,636719  0,000009
11884,982422  0,000009
11886,328125  0,000009
11887,673828  0,000009
11889,019531  0,000009
11890,365234  0,000009
11891,710938  0,000009
11893,057617  0,000009
11894,403320  0,000009
11895,749023  0,000009
11897,094727  0,000009
11898,440430  0,000009
11899,786133  0,000009
11901,131836  0,000009
11902,478516  0,000009
11903,824219  0,000009
11905,169922  0,000009
11906,515625  0,000009
11907,861328  0,000009
11909,207031  0,000009
11910,552734  0,000009
11911,898438  0,000009
11913,244141  0,000009
11914,590820  0,000009
11915,936523  0,000009
11917,282227  0,000009
11918,627930  0,000009
11919,973633  0,000009
11921,319336  0,000009
11922,665039  0,000009
11924,011719  0,000009
11925,357422  0,000009
11926,703125  0,000009
11928,048828  0,000009
11929,394531  0,000009
11930,740234  0,000009
11932,085938  0,000009
11933,431641  0,000009
11934,777344  0,000009
11936,124023  0,000009
11937,469727  0,000009
11938,815430  0,000009
11940,161133  0,000009
11941,506836  0,000009
11942,852539  0,000009
11944,198242  0,000009
11945,544922  0,000009
11946,890625  0,000009
11948,236328  0,000009
11949,582031  0,000009
11950,927734  0,000009
11952,273438  0,000009
11953,619141  0,000009
11954,964844  0,000009
11956,310547  0,000009
11957,657227  0,000009
11959,002930  0,000009
11960,348633  0,000009
11961,694336  0,000009
11963,040039  0,000008
11964,385742  0,000009
11965,731445  0,000008
11967,078125  0,000009
11968,423828  0,000009
11969,769531  0,000008
11971,115234  0,000008
11972,460938  0,000008
11973,806641  0,000008
11975,152344  0,000009
11976,498047  0,000008
11977,843750  0,000008
11979,190430  0,000008
11980,536133  0,000008
11981,881836  0,000008
11983,227539  0,000008
11984,573242  0,000008
11985,918945  0,000008
11987,264648  0,000007
11988,611328  0,000008
11989,957031  0,000008
11991,302734  0,000008
11992,648438  0,000007
11993,994141  0,000008
11995,339844  0,000008
11996,685547  0,000007
11998,031250  0,000007
11999,376953  0,000007
12000,723633  0,000007
12002,069336  0,000007
12003,415039  0,000006
12004,760742  0,000006
12006,106445  0,000005
12007,452148  0,000006
12008,797852  0,000006
12010,144531  0,000005
12011,490234  0,000005
12012,835938  0,000005
12014,181641  0,000004
12015,527344  0,000002
12016,873047  0,000003
12018,218750  0,000004
12019,564453  0,000005
12020,910156  0,000010
12022,256836  0,000018
12023,602539  0,000043
12024,948242  0,001405
12026,293945  0,000066
12027,639648  0,000037
12028,985352  0,000028
12030,331055  0,000023
12031,677734  0,000021
12033,023438  0,000019
12034,369141  0,000018
12035,714844  0,000016
12037,060547  0,000016
12038,406250  0,000015
12039,751953  0,000014
12041,097656  0,000014
12042,443359  0,000014
12043,790039  0,000013
12045,135742  0,000013
12046,481445  0,000013
12047,827148  0,000013
12049,172852  0,000013
12050,518555  0,000013
12051,864258  0,000012
12053,210938  0,000013
12054,556641  0,000012
12055,902344  0,000012
12057,248047  0,000012
12058,593750  0,000012
12059,939453  0,000012
12061,285156  0,000012
12062,630859  0,000011
12063,976562  0,000012
12065,323242  0,000011
12066,668945  0,000011
12068,014648  0,000011
12069,360352  0,000011
12070,706055  0,000011
12072,051758  0,000011
12073,397461  0,000011
12074,744141  0,000011
12076,089844  0,000011
12077,435547  0,000011
12078,781250  0,000011
12080,126953  0,000011
12081,472656  0,000011
12082,818359  0,000011
12084,164062  0,000011
12085,509766  0,000011
12086,856445  0,000011
12088,202148  0,000011
12089,547852  0,000011
12090,893555  0,000011
12092,239258  0,000010
12093,584961  0,000011
12094,930664  0,000011
12096,277344  0,000011
12097,623047  0,000011
12098,968750  0,000011
12100,314453  0,000011
12101,660156  0,000011
12103,005859  0,000011
12104,351562  0,000011
12105,697266  0,000011
12107,042969  0,000011
12108,389648  0,000010
12109,735352  0,000011
12111,081055  0,000010
12112,426758  0,000010
12113,772461  0,000010
12115,118164  0,000010
12116,463867  0,000010
12117,810547  0,000010
12119,156250  0,000010
12120,501953  0,000011
12121,847656  0,000010
12123,193359  0,000010
12124,539062  0,000010
12125,884766  0,000010
12127,230469  0,000010
12128,576172  0,000010
12129,922852  0,000010
12131,268555  0,000010
12132,614258  0,000010
12133,959961  0,000010
12135,305664  0,000010
12136,651367  0,000010
12137,997070  0,000010
12139,343750  0,000010
12140,689453  0,000010
12142,035156  0,000010
12143,380859  0,000010
12144,726562  0,000010
12146,072266  0,000010
12147,417969  0,000010
12148,763672  0,000010
12150,109375  0,000010
12151,456055  0,000010
12152,801758  0,000010
12154,147461  0,000010
12155,493164  0,000010
12156,838867  0,000010
12158,184570  0,000010
12159,530273  0,000010
12160,876953  0,000010
12162,222656  0,000010
12163,568359  0,000010
12164,914062  0,000010
12166,259766  0,000010
12167,605469  0,000010
12168,951172  0,000010
12170,296875  0,000010
12171,642578  0,000010
12172,989258  0,000010
12174,334961  0,000010
12175,680664  0,000010
12177,026367  0,000010
12178,372070  0,000010
12179,717773  0,000010
12181,063477  0,000010
12182,410156  0,000010
12183,755859  0,000010
12185,101562  0,000010
